state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,year_2
Alabama,Jefferson,1997,365,221,107,29,7,1,0,202,101,44,112,0,150,0,103,1997
Arizona,Gila,1997,190,170,19,1,0,0,0,102,51,38,0,0,62,76,52,1997
Arizona,Maricopa,1997,365,31,231,87,15,0,1,362,136,80,23,54,183,0,105,1997
Arizona,Yavapai,1997,225,91,115,19,0,0,0,143,100,58,0,0,196,0,29,1997
Arkansas,Arkansas,1997,60,57,3,0,0,0,0,64,41,19,0,0,0,0,60,1997
Arkansas,Pulaski,1997,365,253,92,19,1,0,0,151,87,41,40,42,280,0,3,1997
California,Butte,1997,365,322,42,1,0,0,0,105,51,34,24,125,203,0,13,1997
California,Contra Costa,1997,365,335,25,5,0,0,0,136,49,37,3,146,211,0,5,1997
California,Fresno,1997,365,115,111,67,58,14,0,223,179,71,29,66,260,0,10,1997
California,Imperial,1997,365,78,135,102,41,8,1,420,163,87,44,46,257,0,18,1997
California,Kern,1997,365,134,97,77,53,4,0,214,161,74,0,63,286,0,16,1997
California,Kings,1997,364,157,119,66,21,1,0,201,136,56,0,50,289,0,25,1997
California,Los Angeles,1997,365,33,171,116,32,13,0,226,154,95,42,154,166,0,3,1997
California,Madera,1997,102,80,19,3,0,0,0,133,70,35,0,35,67,0,0,1997
California,Mariposa,1997,361,198,108,49,6,0,0,200,108,48,0,0,353,7,1,1997
California,Mendocino,1997,365,359,6,0,0,0,0,71,39,29,13,71,262,0,19,1997
California,Merced,1997,361,261,90,9,1,0,0,174,71,44,0,86,275,0,0,1997
California,Monterey,1997,365,348,15,2,0,0,0,119,45,35,0,34,311,0,20,1997
California,Nevada,1997,365,99,183,68,15,0,0,190,129,67,0,0,314,0,51,1997
California,Orange,1997,365,175,161,26,3,0,0,187,97,51,14,206,144,0,1,1997
California,Placer,1997,365,248,86,27,4,0,0,179,100,43,0,125,233,0,7,1997
California,Riverside,1997,365,87,114,62,70,32,0,245,200,89,9,63,282,0,11,1997
California,Sacramento,1997,365,236,89,32,6,2,0,202,105,44,28,84,242,0,11,1997
California,San Diego,1997,365,114,179,58,13,1,0,207,126,65,3,114,246,0,2,1997
California,San Luis Obispo,1997,365,288,71,6,0,0,0,122,64,44,0,47,308,0,10,1997
California,Santa Barbara,1997,365,173,146,42,3,1,0,203,105,51,4,23,326,0,12,1997
California,Santa Cruz,1997,365,343,21,1,0,0,0,101,46,35,0,5,332,0,28,1997
California,Sutter,1997,365,261,80,22,2,0,0,166,90,42,7,86,262,0,10,1997
California,Tulare,1997,365,126,122,68,48,1,0,201,159,67,4,82,255,16,8,1997
California,Ventura,1997,365,134,115,74,39,3,0,209,154,71,0,61,299,0,5,1997
Colorado,Denver,1997,365,168,191,6,0,0,0,119,77,52,37,247,70,0,11,1997
Colorado,Pueblo,1997,57,54,3,0,0,0,0,67,38,23,0,0,0,0,57,1997
Colorado,Teller,1997,228,164,64,0,0,0,0,91,62,33,0,0,0,0,228,1997
Connecticut,New Haven,1997,365,266,70,12,11,6,0,248,90,42,4,184,147,0,30,1997
Country Of Mexico,BAJA CALIFORNIA NORTE,1997,365,67,147,88,30,33,0,297,190,87,104,56,158,0,47,1997
Country Of Mexico,SONORA,1997,14,3,11,0,0,0,0,79,70,56,0,0,0,0,14,1997
Delaware,New Castle,1997,365,271,51,26,14,3,0,217,115,41,12,133,214,0,6,1997
Florida,Miami-Dade,1997,365,263,92,8,2,0,0,156,67,42,1,79,213,68,4,1997
Florida,Osceola,1997,364,305,51,7,1,0,0,159,71,37,0,0,364,0,0,1997
Florida,St. Johns,1997,354,296,48,10,0,0,0,143,67,38,0,0,354,0,0,1997
Georgia,Bibb,1997,206,128,49,17,11,1,0,209,122,44,0,0,174,0,32,1997
Georgia,DeKalb,1997,365,267,64,25,9,0,0,190,97,40,18,175,169,0,3,1997
Georgia,Douglas,1997,125,85,17,15,8,0,0,187,133,35,0,0,76,0,49,1997
Georgia,Floyd,1997,57,54,3,0,0,0,0,59,46,21,0,0,0,0,57,1997
Georgia,Fulton,1997,365,202,108,32,22,1,0,202,119,47,26,184,147,0,8,1997
Georgia,Gwinnett,1997,197,109,57,27,4,0,0,177,112,48,0,0,197,0,0,1997
Georgia,Muscogee,1997,238,146,66,24,2,0,0,177,101,46,0,0,210,0,28,1997
Georgia,Walker,1997,49,47,2,0,0,0,0,52,42,22,0,0,0,0,49,1997
Idaho,Bannock,1997,338,319,19,0,0,0,0,98,46,31,0,144,0,0,194,1997
Idaho,Canyon,1997,58,51,7,0,0,0,0,63,51,31,0,0,0,0,58,1997
Idaho,Power,1997,352,172,151,23,5,1,0,277,91,51,0,0,0,0,352,1997
Idaho,Shoshone,1997,120,105,15,0,0,0,0,78,56,23,0,0,0,0,120,1997
Illinois,Cook,1997,365,162,182,14,5,2,0,214,87,52,4,280,63,0,18,1997
Illinois,Madison,1997,365,229,104,24,7,1,0,202,97,44,8,0,257,0,100,1997
Illinois,Tazewell,1997,58,58,0,0,0,0,0,49,36,23,0,0,0,0,58,1997
Indiana,Clark,1997,222,135,51,26,9,1,0,206,112,47,0,0,194,0,28,1997
Indiana,Dearborn,1997,70,56,14,0,0,0,0,79,57,37,0,0,0,0,70,1997
Indiana,Floyd,1997,214,146,46,19,1,2,0,204,101,44,0,0,214,0,0,1997
Indiana,Hamilton,1997,181,113,38,22,7,1,0,218,115,46,0,0,181,0,0,1997
Indiana,Hancock,1997,182,108,51,16,7,0,0,190,108,46,0,0,182,0,0,1997
Indiana,Johnson,1997,183,99,61,21,2,0,0,174,108,50,0,0,183,0,0,1997
Indiana,Lake,1997,365,248,91,16,10,0,0,187,87,42,13,123,133,0,96,1997
Indiana,Lawrence,1997,182,94,63,21,4,0,0,172,119,50,0,0,182,0,0,1997
Indiana,Marion,1997,365,275,62,17,11,0,0,200,93,37,61,123,163,0,18,1997
Indiana,Morgan,1997,177,86,63,22,6,0,0,164,122,51,0,0,177,0,0,1997
Indiana,Posey,1997,181,90,69,18,4,0,0,177,108,51,0,0,181,0,0,1997
Indiana,Warrick,1997,183,83,62,25,12,1,0,204,143,54,0,0,183,0,0,1997
Iowa,Black Hawk,1997,58,57,1,0,0,0,0,55,44,31,0,0,0,0,58,1997
Kansas,Kearny,1997,97,89,8,0,0,0,0,85,46,24,0,0,0,0,97,1997
Kentucky,Bell,1997,365,286,69,10,0,0,0,122,71,34,144,0,210,0,11,1997
Kentucky,Bullitt,1997,295,223,48,20,3,1,0,206,90,35,0,123,165,0,7,1997
Kentucky,Daviess,1997,364,273,63,23,5,0,0,182,90,35,1,130,201,0,32,1997
Kentucky,Jefferson,1997,365,248,76,29,12,0,0,200,105,42,69,105,183,0,8,1997
Kentucky,Lawrence,1997,235,216,18,1,0,0,0,108,49,31,0,0,204,0,31,1997
Kentucky,Oldham,1997,204,139,44,18,1,2,0,204,101,43,0,0,204,0,0,1997
Kentucky,Pike,1997,231,197,34,0,0,0,0,97,58,38,0,0,207,0,24,1997
Louisiana,St. Bernard,1997,356,289,57,10,0,0,0,136,74,35,0,0,356,0,0,1997
Maryland,Anne Arundel,1997,299,189,47,35,18,10,0,245,147,44,0,2,282,0,15,1997
Maryland,Baltimore (City),1997,365,262,64,24,11,4,0,215,101,42,23,206,125,0,11,1997
Maryland,Dorchester,1997,363,246,57,36,22,2,0,205,129,41,0,0,363,0,0,1997
Michigan,Allegan,1997,183,129,36,12,6,0,0,197,100,40,0,21,162,0,0,1997
Michigan,Clinton,1997,176,132,36,8,0,0,0,136,84,39,0,0,176,0,0,1997
Michigan,Monroe,1997,54,53,1,0,0,0,0,51,29,18,0,0,0,0,54,1997
Michigan,Muskegon,1997,182,139,32,9,2,0,0,187,84,42,0,0,182,0,0,1997
Michigan,Wayne,1997,365,189,153,16,7,0,0,187,91,49,17,192,63,0,93,1997
Minnesota,Pipestone,1997,37,37,0,0,0,0,0,19,16,13,0,0,0,0,37,1997
Minnesota,Sherburne,1997,42,42,0,0,0,0,0,30,20,10,0,0,0,0,42,1997
Mississippi,Choctaw,1997,305,227,74,4,0,0,0,126,77,42,5,3,293,0,4,1997
Missouri,Buchanan,1997,344,298,46,0,0,0,0,83,52,26,0,0,0,0,344,1997
Missouri,Saint Louis,1997,365,260,77,22,6,0,0,187,93,42,4,223,134,0,4,1997
Missouri,St. Louis City,1997,365,273,75,14,3,0,0,182,67,42,6,240,105,0,14,1997
Montana,Park,1997,82,82,0,0,0,0,0,16,11,6,0,0,0,0,82,1997
Nebraska,Buffalo,1997,59,57,2,0,0,0,0,77,42,21,0,0,0,0,59,1997
Nebraska,Douglas,1997,365,289,72,4,0,0,0,122,64,36,89,0,175,0,101,1997
New Jersey,Hudson,1997,365,246,95,15,7,2,0,206,80,44,63,179,112,0,11,1997
New Mexico,Bernalillo,1997,365,187,168,10,0,0,0,122,80,50,21,81,226,0,37,1997
New Mexico,Dona Ana,1997,365,125,190,42,1,1,6,1234,108,58,1,13,218,1,132,1997
New York,Greene,1997,60,60,0,0,0,0,0,47,31,13,0,0,0,0,60,1997
New York,Rockland,1997,58,58,0,0,0,0,0,48,30,15,0,0,0,0,58,1997
North Carolina,Avery,1997,359,235,108,16,0,0,0,140,84,45,0,0,359,0,0,1997
North Carolina,Caldwell,1997,214,113,89,12,0,0,0,150,93,49,0,0,214,0,0,1997
North Carolina,Caswell,1997,213,77,74,47,15,0,0,182,143,67,0,0,213,0,0,1997
North Carolina,Catawba,1997,61,60,1,0,0,0,0,51,34,21,0,0,0,0,61,1997
North Carolina,Davidson,1997,61,59,2,0,0,0,0,57,38,21,0,0,0,0,61,1997
North Carolina,Davie,1997,214,89,72,43,10,0,0,197,126,64,0,0,214,0,0,1997
North Carolina,Franklin,1997,214,86,66,50,12,0,0,192,140,67,0,0,214,0,0,1997
North Carolina,Granville,1997,236,108,68,44,16,0,0,197,143,58,1,0,212,0,23,1997
North Carolina,Halifax,1997,59,57,2,0,0,0,0,54,34,19,0,0,0,0,59,1997
North Carolina,Haywood,1997,273,121,107,39,6,0,0,172,112,54,0,0,206,46,21,1997
North Carolina,Mecklenburg,1997,365,220,82,39,20,4,0,205,126,44,56,114,192,0,3,1997
North Carolina,Rockingham,1997,214,82,80,42,10,0,0,182,136,64,0,0,214,0,0,1997
North Carolina,Rowan,1997,239,112,74,38,14,1,0,212,136,54,0,0,213,0,26,1997
North Carolina,Yancey,1997,213,144,56,13,0,0,0,136,93,45,0,0,213,0,0,1997
Ohio,Butler,1997,365,260,73,25,7,0,0,195,93,39,0,0,349,0,16,1997
Ohio,Cuyahoga,1997,365,205,138,19,3,0,0,174,84,46,9,151,68,0,137,1997
Ohio,Franklin,1997,365,289,56,15,5,0,0,177,74,32,58,0,187,0,120,1997
Ohio,Hamilton,1997,365,210,125,21,9,0,0,200,93,46,0,255,100,0,10,1997
Ohio,Jefferson,1997,301,238,50,12,1,0,0,172,71,38,18,69,176,0,38,1997
Ohio,Medina,1997,212,138,52,18,4,0,0,179,101,44,0,0,212,0,0,1997
Ohio,Scioto,1997,256,251,5,0,0,0,0,58,36,20,0,0,0,0,256,1997
Oklahoma,Muskogee,1997,357,347,10,0,0,0,0,76,33,18,0,318,0,0,39,1997
Oklahoma,Oklahoma,1997,365,241,100,20,4,0,0,169,87,44,15,101,244,0,5,1997
Oregon,Deschutes,1997,213,188,25,0,0,0,0,68,52,33,132,0,0,0,81,1997
Pennsylvania,Allegheny,1997,365,201,122,27,11,4,0,213,105,47,2,153,138,0,72,1997
Pennsylvania,Franklin,1997,210,101,64,41,4,0,0,197,126,54,0,0,210,0,0,1997
Pennsylvania,Greene,1997,113,42,37,25,8,1,0,205,143,67,4,0,109,0,0,1997
Pennsylvania,Philadelphia,1997,365,167,153,24,19,2,0,215,119,52,3,241,94,0,27,1997
South Carolina,Cherokee,1997,230,97,80,48,5,0,0,169,126,58,0,0,230,0,0,1997
South Carolina,Greenville,1997,365,329,36,0,0,0,0,68,50,33,22,294,0,0,49,1997
Tennessee,Anderson,1997,210,111,69,27,3,0,0,151,115,49,0,0,210,0,0,1997
Tennessee,Giles,1997,11,11,0,0,0,0,0,20,19,14,0,0,0,0,11,1997
Tennessee,Jefferson,1997,214,84,75,40,14,1,0,202,140,61,0,0,214,0,0,1997
Tennessee,Knox,1997,365,234,70,41,19,1,0,206,133,39,143,0,208,0,14,1997
Tennessee,Loudon,1997,34,33,1,0,0,0,0,53,45,31,0,15,19,0,0,1997
Tennessee,Putnam,1997,209,84,91,31,3,0,0,172,119,61,0,0,209,0,0,1997
Tennessee,Sevier,1997,354,161,112,61,20,0,0,197,136,54,0,0,354,0,0,1997
Tennessee,Shelby,1997,365,202,117,34,11,1,0,202,108,48,34,146,170,0,15,1997
Tennessee,Sumner,1997,212,106,62,27,15,2,0,205,136,51,0,0,212,0,0,1997
Tennessee,Williamson,1997,202,91,71,30,10,0,0,174,122,58,0,0,202,0,0,1997
Tennessee,Wilson,1997,213,117,61,32,3,0,0,179,115,47,0,0,213,0,0,1997
Texas,El Paso,1997,365,121,217,23,4,0,0,191,90,57,13,152,98,0,102,1997
Texas,Harris,1997,365,188,103,28,26,20,0,249,169,50,9,131,209,0,16,1997
Utah,Iron,1997,56,56,0,0,0,0,0,30,24,16,0,0,0,0,56,1997
Virgin Islands,St Thomas,1997,52,48,4,0,0,0,0,82,35,19,0,0,0,0,52,1997
Virginia,Bristol City,1997,61,60,1,0,0,0,0,56,34,17,0,0,0,0,61,1997
Virginia,Henry,1997,202,122,61,19,0,0,0,140,100,46,0,0,202,0,0,1997
Virginia,Martinsville City,1997,50,49,1,0,0,0,0,62,37,14,0,0,0,0,50,1997
Virginia,Rockbridge,1997,101,19,80,2,0,0,0,125,82,58,0,0,0,101,0,1997
Virginia,Smyth,1997,61,60,1,0,0,0,0,56,32,14,0,0,0,0,61,1997
Virginia,Wythe,1997,212,105,80,26,1,0,0,159,105,51,0,0,212,0,0,1997
Washington,Clallam,1997,345,345,0,0,0,0,0,48,37,23,0,0,310,0,35,1997
Washington,King,1997,365,266,94,4,1,0,0,166,65,42,155,43,95,50,22,1997
Washington,Kittitas,1997,165,152,13,0,0,0,0,79,47,21,0,0,0,79,86,1997
West Virginia,Greenbrier,1997,303,180,87,33,3,0,0,200,105,45,0,90,213,0,0,1997
Wisconsin,Walworth,1997,179,128,33,16,2,0,0,166,101,44,0,0,179,0,0,1997
Wyoming,Albany,1997,356,223,128,5,0,0,0,140,67,48,0,0,351,1,4,1997
Wyoming,Platte,1997,46,46,0,0,0,0,0,49,31,17,0,0,0,0,46,1997
Alabama,Jefferson,1998,365,214,96,34,16,5,0,212,122,46,87,0,155,0,123,1998
Arizona,Gila,1998,189,132,55,2,0,0,0,122,71,36,0,0,73,70,46,1998
Arizona,Maricopa,1998,365,34,189,115,26,1,0,268,147,86,15,57,224,0,69,1998
Arizona,Yavapai,1998,219,68,119,30,2,0,0,154,112,67,0,0,192,0,27,1998
Arkansas,Pulaski,1998,365,269,70,23,3,0,0,168,90,40,75,38,240,0,12,1998
California,Butte,1998,365,280,74,8,3,0,0,161,80,36,7,105,236,3,14,1998
California,Contra Costa,1998,365,317,28,12,7,1,0,204,67,37,1,126,235,0,3,1998
California,Fresno,1998,365,138,113,43,45,26,0,230,187,64,20,52,279,10,4,1998
California,Imperial,1998,365,80,186,79,19,1,0,216,136,76,40,18,251,3,53,1998
California,Kern,1998,365,126,102,59,44,34,0,233,200,67,1,60,270,24,10,1998
California,Kings,1998,364,209,87,36,31,1,0,208,143,46,0,73,267,14,10,1998
California,Los Angeles,1998,365,54,193,72,22,24,0,269,172,77,31,199,127,8,0,1998
California,Madera,1998,364,263,56,33,11,1,0,212,108,40,0,62,302,0,0,1998
California,Mariposa,1998,354,206,82,52,14,0,0,195,115,46,0,0,346,7,1,1998
California,Mendocino,1998,365,357,7,1,0,0,0,101,42,31,12,55,289,0,9,1998
California,Merced,1998,362,220,67,41,26,8,0,225,143,45,0,67,295,0,0,1998
California,Monterey,1998,365,342,22,1,0,0,0,119,48,37,0,29,330,0,6,1998
California,Nevada,1998,365,187,102,54,22,0,0,185,133,50,0,0,329,0,36,1998
California,Orange,1998,365,186,138,36,4,1,0,210,101,50,6,225,134,0,0,1998
California,Placer,1998,365,240,59,46,16,4,0,215,129,43,0,108,251,1,5,1998
California,Riverside,1998,365,97,133,69,33,33,0,267,197,77,2,92,261,0,10,1998
California,Sacramento,1998,365,226,81,27,22,9,0,234,143,45,19,98,225,15,8,1998
California,San Diego,1998,365,131,146,54,26,8,0,238,147,61,2,88,273,0,2,1998
California,San Luis Obispo,1998,365,123,168,56,17,1,0,208,133,67,0,15,344,0,6,1998
California,Santa Barbara,1998,365,208,110,42,3,2,0,216,112,49,0,59,304,0,2,1998
California,Santa Cruz,1998,365,343,21,1,0,0,0,122,46,36,0,7,344,0,14,1998
California,Sutter,1998,365,244,67,38,16,0,0,192,122,43,8,55,295,3,4,1998
California,Tulare,1998,365,174,85,48,52,6,0,218,166,52,1,63,270,31,0,1998
California,Ventura,1998,365,187,102,47,25,4,0,248,140,50,0,50,315,0,0,1998
Colorado,Denver,1998,365,119,232,11,3,0,0,156,83,56,2,282,74,0,7,1998
Colorado,Pueblo,1998,84,83,1,0,0,0,0,53,34,21,0,0,0,0,84,1998
Colorado,Teller,1998,249,187,62,0,0,0,0,93,63,32,0,0,0,0,249,1998
Connecticut,New Haven,1998,365,233,106,18,7,1,0,202,87,44,1,205,126,0,33,1998
Country Of Mexico,BAJA CALIFORNIA NORTE,1998,365,52,138,92,38,42,3,366,206,97,107,37,180,0,41,1998
Country Of Mexico,SONORA,1998,54,29,23,2,0,0,0,118,64,46,0,0,0,0,54,1998
Delaware,New Castle,1998,365,244,75,27,18,1,0,217,112,42,6,131,225,0,3,1998
Florida,Miami-Dade,1998,365,247,90,20,8,0,0,185,84,43,3,30,271,55,6,1998
Florida,Osceola,1998,363,285,58,12,8,0,0,182,80,38,0,0,363,0,0,1998
Florida,St. Johns,1998,15,15,0,0,0,0,0,39,38,28,0,0,15,0,0,1998
Georgia,Bibb,1998,230,115,61,37,13,4,0,205,143,51,0,0,198,0,32,1998
Georgia,DeKalb,1998,365,228,73,38,20,6,0,213,129,41,55,130,169,0,11,1998
Georgia,Douglas,1998,239,97,78,29,25,10,0,238,169,67,0,0,213,0,26,1998
Georgia,Fayette,1998,214,83,73,25,27,6,0,222,164,71,0,0,214,0,0,1998
Georgia,Floyd,1998,45,44,1,0,0,0,0,58,43,19,0,0,0,0,45,1998
Georgia,Fulton,1998,365,197,96,34,26,12,0,235,154,48,25,153,172,0,15,1998
Georgia,Gwinnett,1998,185,71,60,28,20,6,0,212,164,67,0,0,185,0,0,1998
Georgia,Muscogee,1998,238,128,73,29,8,0,0,197,112,49,0,0,214,0,24,1998
Georgia,Walker,1998,50,49,1,0,0,0,0,51,40,19,0,0,0,0,50,1998
Idaho,Bannock,1998,242,223,15,2,2,0,0,180,48,31,0,107,0,16,119,1998
Idaho,Canyon,1998,68,51,17,0,0,0,0,98,62,28,0,0,0,21,47,1998
Idaho,Power,1998,136,67,59,8,0,2,0,243,95,52,0,0,0,0,136,1998
Idaho,Shoshone,1998,242,233,8,1,0,0,0,112,36,18,0,0,0,0,242,1998
Illinois,Cook,1998,365,94,234,28,9,0,0,185,101,63,4,125,68,162,6,1998
Illinois,Madison,1998,365,206,118,30,11,0,0,197,105,46,2,0,245,0,118,1998
Illinois,Tazewell,1998,60,59,1,0,0,0,0,52,37,22,0,0,0,0,60,1998
Indiana,Clark,1998,220,102,67,31,17,3,0,228,150,54,0,0,188,0,32,1998
Indiana,Floyd,1998,213,115,57,28,11,2,0,215,136,49,0,0,213,0,0,1998
Indiana,Hamilton,1998,183,60,83,25,14,1,0,207,140,64,0,0,183,0,0,1998
Indiana,Hancock,1998,135,42,57,24,11,1,0,203,147,71,0,0,135,0,0,1998
Indiana,Hendricks,1998,230,92,69,69,0,0,0,149,118,64,12,206,0,0,12,1998
Indiana,Johnson,1998,143,46,65,22,10,0,0,169,140,71,0,0,143,0,0,1998
Indiana,Lake,1998,365,231,98,28,7,1,0,201,100,43,16,126,159,0,64,1998
Indiana,Marion,1998,365,231,89,32,13,0,0,192,108,42,16,166,173,0,10,1998
Indiana,Morgan,1998,178,58,80,30,10,0,0,179,129,67,0,0,178,0,0,1998
Indiana,Posey,1998,172,53,77,34,7,1,0,206,129,74,0,0,172,0,0,1998
Indiana,Warrick,1998,183,52,78,41,10,2,0,215,140,77,0,0,183,0,0,1998
Iowa,Black Hawk,1998,53,52,1,0,0,0,0,60,43,25,0,0,0,0,53,1998
Kentucky,Bell,1998,365,274,73,14,4,0,0,174,84,35,136,0,210,0,19,1998
Kentucky,Bullitt,1998,365,246,79,30,10,0,0,192,101,38,0,170,191,0,4,1998
Kentucky,Carter,1998,171,69,61,30,11,0,0,197,136,64,0,0,171,0,0,1998
Kentucky,Daviess,1998,365,261,74,26,3,1,0,204,93,35,0,145,195,0,25,1998
Kentucky,Jefferson,1998,365,222,88,38,15,2,0,218,119,43,37,154,168,0,6,1998
Kentucky,Lawrence,1998,96,76,10,9,1,0,0,192,105,38,0,0,48,0,48,1998
Kentucky,Oldham,1998,213,118,58,26,9,2,0,207,129,48,0,0,213,0,0,1998
Kentucky,Pike,1998,234,146,65,20,3,0,0,172,100,44,0,0,207,0,27,1998
Louisiana,St. Bernard,1998,362,287,53,18,4,0,0,195,84,36,0,0,362,0,0,1998
Maryland,Anne Arundel,1998,240,103,57,36,35,9,0,218,179,67,0,4,210,0,26,1998
Maryland,Baltimore (City),1998,365,265,81,14,5,0,0,177,80,39,23,226,106,0,10,1998
Maryland,Dorchester,1998,361,222,79,30,29,1,0,201,136,42,0,0,361,0,0,1998
Michigan,Allegan,1998,182,98,43,24,16,1,0,209,147,48,0,0,182,0,0,1998
Michigan,Clinton,1998,181,118,47,15,1,0,0,172,97,44,0,0,181,0,0,1998
Michigan,Monroe,1998,15,15,0,0,0,0,0,28,24,15,0,0,0,0,15,1998
Michigan,Muskegon,1998,177,103,46,18,10,0,0,187,129,46,0,0,177,0,0,1998
Michigan,Wayne,1998,365,222,112,24,7,0,0,195,97,45,7,172,121,0,65,1998
Minnesota,Sherburne,1998,41,41,0,0,0,0,0,38,26,16,0,0,0,0,41,1998
Missouri,Buchanan,1998,361,275,86,0,0,0,0,93,62,31,0,0,0,0,361,1998
Missouri,Saint Louis,1998,365,254,68,35,7,1,0,220,108,43,5,218,138,0,4,1998
Missouri,St. Louis City,1998,365,249,92,22,2,0,0,197,84,44,16,221,105,0,23,1998
Nebraska,Buffalo,1998,15,15,0,0,0,0,0,26,23,14,0,0,0,0,15,1998
Nebraska,Douglas,1998,365,302,57,4,2,0,0,195,60,35,154,0,169,0,42,1998
New Jersey,Hudson,1998,365,230,109,20,5,1,0,202,87,45,51,189,116,0,9,1998
New Mexico,Bernalillo,1998,365,186,161,18,0,0,0,129,87,50,45,48,265,0,7,1998
New Mexico,Dona Ana,1998,365,112,204,33,9,3,4,1471,119,61,2,9,198,62,94,1998
New York,Greene,1998,58,56,2,0,0,0,0,60,30,13,0,0,0,0,58,1998
New York,Rockland,1998,57,57,0,0,0,0,0,44,38,17,0,0,0,0,57,1998
North Carolina,Avery,1998,360,205,117,32,6,0,0,187,105,48,0,0,360,0,0,1998
North Carolina,Caldwell,1998,213,85,74,45,8,1,0,204,133,61,0,0,213,0,0,1998
North Carolina,Caswell,1998,214,90,60,50,14,0,0,197,140,64,0,0,214,0,0,1998
North Carolina,Catawba,1998,58,58,0,0,0,0,0,44,35,20,0,0,0,0,58,1998
North Carolina,Davidson,1998,57,55,2,0,0,0,0,51,36,23,0,0,0,0,57,1998
North Carolina,Davie,1998,213,92,58,46,16,1,0,205,143,61,0,0,213,0,0,1998
North Carolina,Franklin,1998,195,81,64,38,12,0,0,197,136,61,0,0,195,0,0,1998
North Carolina,Granville,1998,213,97,57,44,14,1,0,206,143,61,7,0,206,0,0,1998
North Carolina,Haywood,1998,266,90,99,54,21,2,0,203,143,67,0,0,203,41,22,1998
North Carolina,Mecklenburg,1998,365,216,59,46,39,5,0,214,156,46,38,119,201,0,7,1998
North Carolina,Rockingham,1998,67,42,12,9,4,0,0,192,115,44,0,0,67,0,0,1998
North Carolina,Rowan,1998,214,84,67,36,23,4,0,206,159,64,0,0,214,0,0,1998
North Carolina,Yancey,1998,77,42,34,1,0,0,0,147,87,49,0,0,77,0,0,1998
Ohio,Butler,1998,359,229,77,37,15,1,0,206,122,42,0,0,338,0,21,1998
Ohio,Cuyahoga,1998,365,201,130,27,6,1,0,206,97,47,9,141,110,0,105,1998
Ohio,Franklin,1998,365,253,68,29,15,0,0,195,112,35,68,0,196,0,101,1998
Ohio,Hamilton,1998,365,186,132,38,8,1,0,203,110,50,4,224,131,0,6,1998
Ohio,Jefferson,1998,365,320,34,11,0,0,0,140,58,21,182,0,134,0,49,1998
Ohio,Medina,1998,213,118,61,26,8,0,0,182,112,49,0,0,213,0,0,1998
Ohio,Scioto,1998,268,267,1,0,0,0,0,57,37,20,0,0,0,0,268,1998
Oklahoma,Muskogee,1998,359,272,72,14,1,0,0,151,80,35,0,140,214,0,5,1998
Oklahoma,Oklahoma,1998,365,219,93,47,5,1,0,221,112,45,16,87,262,0,0,1998
Oregon,Deschutes,1998,212,207,5,0,0,0,0,66,42,28,135,0,0,0,77,1998
Pennsylvania,Allegheny,1998,365,182,122,35,23,3,0,212,129,51,0,165,146,0,54,1998
Pennsylvania,Franklin,1998,211,75,73,42,19,2,0,203,150,67,0,0,211,0,0,1998
Pennsylvania,Greene,1998,135,45,47,28,14,1,0,202,154,74,5,0,130,0,0,1998
Pennsylvania,Philadelphia,1998,365,152,166,35,12,0,0,200,115,55,4,236,112,0,13,1998
South Carolina,Cherokee,1998,242,111,84,33,14,0,0,200,133,54,0,0,242,0,0,1998
South Carolina,Greenville,1998,363,341,21,1,0,0,0,113,47,30,50,234,0,0,79,1998
Tennessee,Anderson,1998,190,84,63,34,9,0,0,164,136,58,0,0,190,0,0,1998
Tennessee,Jefferson,1998,207,71,59,50,22,5,0,205,159,80,0,0,207,0,0,1998
Tennessee,Knox,1998,361,207,64,49,31,10,0,218,156,45,128,0,210,0,23,1998
Tennessee,Putnam,1998,214,74,80,47,13,0,0,187,140,67,0,0,214,0,0,1998
Tennessee,Sevier,1998,329,114,107,71,29,8,0,208,156,77,0,0,329,0,0,1998
Tennessee,Shelby,1998,365,172,125,45,19,4,0,219,136,53,21,170,171,0,3,1998
Tennessee,Sumner,1998,348,212,82,29,21,4,0,206,129,43,7,123,203,0,15,1998
Tennessee,Williamson,1998,214,92,72,39,9,2,0,205,133,61,0,0,214,0,0,1998
Tennessee,Wilson,1998,209,120,53,33,3,0,0,174,119,47,0,0,209,0,0,1998
Texas,El Paso,1998,365,108,212,38,6,1,0,203,105,64,25,111,160,0,69,1998
Texas,Harris,1998,365,158,130,38,20,19,0,271,151,54,4,133,213,0,15,1998
Virgin Islands,St Thomas,1998,44,44,0,0,0,0,0,44,30,16,0,0,0,0,44,1998
Virginia,Bristol City,1998,30,30,0,0,0,0,0,39,29,19,0,0,0,0,30,1998
Virginia,Martinsville City,1998,29,29,0,0,0,0,0,43,35,15,0,0,0,0,29,1998
Virginia,Rockbridge,1998,103,24,78,1,0,0,0,104,81,59,0,0,0,103,0,1998
Virginia,Wythe,1998,213,90,84,34,5,0,0,177,112,58,0,0,213,0,0,1998
Washington,Clallam,1998,360,360,0,0,0,0,0,47,33,24,0,0,344,0,16,1998
Washington,King,1998,365,288,69,5,1,2,0,206,61,40,138,91,80,47,9,1998
